600,23.328,0,0,0,0,0,75,0,6.65,1,0,76,0,0
600,23.403,0,0,0,0,0,75,0,6.22,1,0,76,0,0
600,23.328,0,0,0,0,0,75,0,5.79,1,0,76,0,0
562.2,23.302,0,0,0,0,0,75,0,5.36,1,1,76,0,0
503.28,23.228,0,0,0,0,0,75,0,4.93,1,1,76,0,0
502.32,23.273,0,0,0,0,0,75,0,5.08,1,1,76,0,0
424.02,23.474,0,0,0,0,0,75,0,5.23,1,1,76,0,0
275.94,23.615,0,0,0,0,0,75,0,5.37,1,1,76,0,0
253.92,23.999,0,0,0,0,0,75,0,5.52,1,1,76,0,0
269.46,24.394,0,0,0,0,0,75,0,5.26,1,1,76,0,0
406.68,24.64,0,0,0,0,0,75,0,5,1,1,76,0,0
294.78,25.06,0,0,0,0,0,75,0,4.73,1,1,76,0,0
236.7,25.16,0,0,0,0,0,77,0,4.54,1,1,76,0,0
220.86,25.32,0,0,0,0,0,77,0,4.74,1,1,76,0,0.1
234.54,25.58,0,0,0,0,0,77,0,4.94,1,1,76,0,0.3
328.8,25.72,55.694,55.694,55.694,55.694,55.694,77,55.694,5.13,1,1,76,0,0.2
232.14,25.999,106.71,106.71,106.71,106.71,106.71,77,106.71,5.33,1,1,76,0,0
223.44,26.12,285.9,285.9,285.9,285.9,285.9,77,285.9,5.35,1,1,76,0,0
197.34,25.96,314.92,314.92,314.92,314.92,314.92,77,314.92,5.36,1,1,76,0,0
382.68,26.359,224.59,224.59,224.59,224.59,224.59,77,224.59,5.38,1,1,76,0,0
308.7,26.52,393.12,393.12,393.12,393.12,393.12,77,393.12,5.4,1,1,76,0,0
223.8,26.72,401.2,401.2,401.2,401.2,401.2,77,401.2,5.09,1,1,76,0,0.7
151.98,26.94,406.76,406.76,406.76,406.76,406.76,77,406.76,4.78,1,1,76,0,0.08
208.62,26.882,277.51,277.51,277.51,277.51,27.751,78,277.51,4.47,1,1,76,0,0.08
357.72,26.8,445.72,445.72,445.72,445.72,44.572,78,445.72,4.25,1,1,76,0,0.08
217.92,27.08,406.35,406.35,406.35,406.35,40.635,78,406.35,4.45,1,1,76,0,0.08
193.98,27.2,575.52,575.52,575.52,575.52,57.552,78,575.52,4.64,0,1,76,0,0.5
514.02,27.64,635.04,635.04,635.04,635.04,63.504,78,635.04,4.83,0,1,76,0,0
600,28.02,641.99,641.99,641.99,641.99,64.199,78,641.99,5.02,0,1,76,0,0
600,27.9,642.11,642.11,642.11,642.11,64.211,78,642.11,5.1,0,1,76,0,0
600,28.001,596.42,596.42,596.42,596.42,59.642,78,596.42,5.19,0,1,76,0,0
600,28.66,724.24,724.24,724.24,724.24,72.424,78,724.24,5.27,0,1,76,0,0
600,27.978,751.48,751.48,751.48,751.48,75.148,78,751.48,5.35,0,1,78,0,0
600,27.298,773.53,773.53,773.53,773.53,77.353,78,773.53,5.67,0,1,78,0,0
600,27.098,695.82,695.82,695.82,695.82,69.582,78,695.82,5.99,0,1,78,0,0
600,27.103,608.85,608.85,608.85,608.85,60.885,78,608.85,6.31,0,1,78,0,0
600,26.868,201.99,201.99,201.99,201.99,20.199,78,201.99,6.88,0,1,78,0,0
600,26.675,204.27,204.27,204.27,204.27,20.427,78,204.27,7.32,0,1,78,0,0
600,26.312,215.04,215.04,215.04,215.04,21.504,78,215.04,7.76,0,1,78,0,0
276.96,26.36,478.52,478.52,478.52,478.52,47.852,78,478.52,8.2,1,1,78,0,0
385.74,26.56,684.44,684.44,684.44,684.44,68.444,78,684.44,8.63,1,1,78,0,0
453.36,26.86,303.42,303.42,303.42,303.42,30.342,78,303.42,8.73,1,1,78,0,0
289.74,26.78,200.47,200.47,200.47,200.47,20.047,78,200.47,8.83,1,1,78,0,0
231.42,26.78,655.47,655.47,655.47,655.47,65.547,78,655.47,8.93,1,1,78,0.2,0
600,27.42,817.96,817.96,817.96,817.96,81.796,78,817.96,9.03,1,1,78,0.7,0
600,28.002,825.27,825.27,825.27,825.27,82.527,78,825.27,9.6,1,1,78,1,0
600,28.82,836.34,836.34,836.34,836.34,83.634,78,836.34,10.17,1,1,78,1,0
600,30.38,890.35,890.35,890.35,890.35,89.035,78,890.35,10.73,1,1,78,1,0
600,29.64,699.51,699.51,699.51,699.51,69.951,78,699.51,11.53,1,1,78,0.6,0
600,28.501,373.86,373.86,373.86,373.86,37.386,78,373.86,12.06,1,1,78,0,0
600,27.62,238.28,238.28,238.28,238.28,23.828,78,238.28,12.59,1,1,78,0,0
473.82,27.58,680.29,680.29,680.29,680.29,68.029,78,680.29,13.12,1,1,78,0,0
379.74,27.959,712.65,712.65,712.65,712.65,71.265,78,712.65,13.65,1,1,78,0,0
459.06,28.2,840.64,840.64,840.64,840.64,84.064,78,840.64,13.9,1,0,78,0,0
555.42,28.28,697.69,697.69,697.69,697.69,69.769,78,697.69,14.14,1,0,78,0,0
546,28.34,870.87,870.87,870.87,870.87,87.087,78,870.87,14.39,1,0,78,0,0
600,28.999,983.93,983.93,983.93,983.93,98.393,78,983.93,14.64,1,0,78,0,0
600,30.12,971.06,971.06,971.06,971.06,97.106,78,971.06,15.52,1,0,78,0,0
600,30.04,883.29,883.29,883.29,883.29,88.329,78,883.29,16.4,1,0,78,0,0
600,29.607,947.62,947.62,947.62,947.62,94.762,78,947.62,17.28,1,0,78,0.25,0
427.08,29.008,885.34,885.34,885.34,885.34,88.534,78,885.34,18.19,1,0,78,1,0
338.16,29.729,1007.7,1007.7,1007.7,1007.7,100.77,78,1007.7,18.7,1,0,78,1,0
514.8,30.893,796.6,796.6,796.6,796.6,79.66,78,796.6,19.21,1,0,78,1,0
480.9,30.84,1035.6,1035.6,1035.6,1035.6,103.56,78,1035.6,19.72,1,0,78,0.8,0
390.9,30.932,1045.3,1045.3,1045.3,1045.3,104.53,78,1045.3,20.23,1,0,78,0.5,0
251.34,31.274,1015.8,1015.8,1015.8,1015.8,101.58,78,1015.8,21.11,1,0,78,0,0
385.74,31.567,1043.3,1043.3,1043.3,1043.3,104.33,78,1043.3,22,1,0,78,0,0
366.6,30.809,639.93,639.93,639.93,639.93,63.993,78,639.93,22.88,1,0,78,0,0
330.9,30.337,1065.6,1065.6,1065.6,1065.6,106.56,78,1065.6,23.76,1,0,78,0,0
334.14,30.45,912.64,912.64,912.64,912.64,91.264,78,912.64,23.92,1,0,78,0,0
156.18,30.334,938.23,938.23,938.23,938.23,93.823,78,938.23,24.08,1,0,78,0,0
212.22,30.84,1061,1061,1061,1061,106.1,78,1061,24.24,1,0,78,0,0
368.94,30.68,955.89,955.89,955.89,955.89,95.589,78,955.89,23.55,1,0,78,0,0
359.16,31.637,1045.5,1045.5,1045.5,1045.5,104.55,78,1045.5,23.54,1,0,78,0,0
319.32,32.056,978.45,978.45,978.45,978.45,97.845,78,978.45,23.54,1,0,78,0,0
138.18,31.68,493.07,493.07,493.07,493.07,49.307,78,493.07,23.53,1,0,78,0,0
333.78,31.48,941.57,941.57,941.57,941.57,94.157,78,941.57,23.53,1,0,78,0,0
360.9,31.396,927.33,927.33,927.33,927.33,92.733,78,927.33,23.28,1,0,78,0,0
342.54,31.38,1082.9,1082.9,1082.9,1082.9,108.29,78,1082.9,23.02,1,0,78,0,0
202.62,32.5,1074.6,1074.6,1074.6,1074.6,107.46,78,1074.6,22.77,1,0,78,0,0
175.26,31.965,1043.4,1043.4,1043.4,1043.4,104.34,78,1043.4,22.51,1,0,78,0,0
313.86,31.16,1056.8,1056.8,1056.8,1056.8,105.68,78,1056.8,22.3,1,0,78,0,0
335.88,31.4,428.64,428.64,428.64,428.64,42.864,78,428.64,22.08,1,0,78,0.2,0
299.28,31.2,337.25,337.25,337.25,337.25,33.725,78,337.25,21.86,1,0,78,0.25,0
94.74,31.161,882.98,882.98,882.98,882.98,88.298,78,882.98,21.68,1,0,78,0,0
240.24,32.013,1024.8,1024.8,1024.8,1024.8,102.48,78,1024.8,21.63,1,0,78,0,0
320.76,32.6,1052.6,1052.6,1052.6,1052.6,105.26,78,1052.6,21.58,1,0,78,0,0
333.6,32.039,1073.5,1073.5,1073.5,1073.5,107.35,78,1073.5,21.53,1,0,78,0,0
184.68,31.773,1030.3,1030.3,1030.3,1030.3,103.03,78,1030.3,21.48,1,0,78,0,0
157.86,31.722,916.87,916.87,916.87,916.87,91.687,78,916.87,21.06,1,0,78,0,0
290.94,34.96,289.69,289.69,289.69,289.69,28.969,78,289.69,20.63,1,0,78,0,0
345.72,33.636,263.12,263.12,263.12,263.12,26.312,78,263.12,20.2,1,0,78,0,0
315.66,33.812,505.64,505.64,505.64,505.64,50.564,78,505.64,19.77,1,0,78,0,0
72.12,34.51,435.94,435.94,435.94,435.94,43.594,78,435.94,19.8,1,0,78,0,0
255.42,33.833,407.7,407.7,407.7,407.7,40.77,78,407.7,19.83,1,1,78,0,0
300.72,33.592,288.95,288.95,288.95,288.95,28.895,78,288.95,19.86,1,1,78,0,0
389.34,33.471,196.29,196.29,196.29,196.29,19.629,78,196.29,20.06,1,1,78,0,0
247.74,33.532,352.05,352.05,352.05,352.05,35.205,78,352.05,19.88,1,1,78,0,0
116.7,33.64,343.01,343.01,343.01,343.01,34.301,78,343.01,19.7,1,1,78,0,0
345.36,33.84,311.15,311.15,311.15,311.15,31.115,78,311.15,19.52,1,1,78,0,0
352.38,34.04,230.44,230.44,230.44,230.44,23.044,78,230.44,19.34,1,1,78,0,0
367.32,33.561,304.96,304.96,304.96,304.96,30.496,78,304.96,19.09,1,1,78,0,0
305.22,33.38,357.34,357.34,357.34,357.34,35.734,78,357.34,18.85,1,1,78,0,0
94.86,33.94,374.59,374.59,374.59,374.59,37.459,78,374.59,18.61,1,1,78,0,0
303.72,34.48,362.82,362.82,362.82,362.82,36.282,78,362.82,18.37,1,1,78,0,0
356.1,34.48,305.54,305.54,305.54,305.54,30.554,78,305.54,18.41,1,1,78,0,0
325.62,34.28,257.55,257.55,257.55,257.55,25.755,78,257.55,18.46,1,1,78,0,0
298.26,34.341,282.52,282.52,282.52,282.52,28.252,78,282.52,18.5,1,1,78,0,0.25
145.92,34.239,255.14,255.14,255.14,255.14,25.514,78,255.14,18.48,1,1,78,0,0
209.58,34.08,241.66,241.66,241.66,241.66,24.166,78,241.66,18.66,1,1,78,0,0
308.52,33.72,201.51,201.51,201.51,201.51,20.151,78,201.51,18.84,1,1,78,0,0
323.22,33.302,142.5,142.5,142.5,142.5,14.25,78,142.5,19.02,1,1,78,0,0
291.54,32.84,130.33,130.33,130.33,130.33,13.033,78,130.33,19.21,1,1,78,0,0
256.44,32.54,121,121,121,121,12.1,78,121,18.99,1,1,78,0,0
151.2,32.32,132.27,132.27,132.27,132.27,13.227,78,132.27,18.77,1,1,78,0,0
290.4,32.321,110.52,110.52,110.52,110.52,11.052,78,110.52,18.56,1,1,78,0,0
406.86,32.18,103.58,103.58,103.58,103.58,10.358,78,103.58,18.34,1,1,78,0,0
382.86,31.974,97.816,97.816,97.816,97.816,9.7816,78,97.816,18.09,1,1,78,0,0
399.24,31.828,90.398,90.398,90.398,90.398,9.0398,78,90.398,17.84,1,1,77,0,0
190.14,31.716,83.643,83.643,83.643,83.643,8.3643,78,83.643,17.59,1,1,77,0,0
384.9,31.554,84.609,84.609,84.609,84.609,8.4609,78,84.609,17.43,1,1,77,0,0
409.2,31.472,74.313,74.313,74.313,74.313,7.4313,78,74.313,17.52,1,1,77,0,0
428.58,31.298,64.177,64.177,64.177,64.177,6.4177,78,64.177,17.62,0,1,77,0,0
357.9,31.196,57.601,57.601,57.601,57.601,5.7601,78,57.601,17.72,0,1,77,0,0
185.16,31.059,31.553,31.553,31.553,31.553,3.1553,78,31.553,17.81,0,1,77,0,0.1
349.92,30.974,0,0,0,0,0,78,0,17.95,0,1,77,0,0
382.14,30.902,0,0,0,0,0,78,0,18.09,0,1,77,0,0
421.26,30.84,0,0,0,0,0,78,0,18.22,0,1,77,0,0
426,30.72,0,0,0,0,0,78,0,18.36,0,1,77,0,0
182.46,30.6,0,0,0,0,0,78,0,18.15,0,1,77,0,0
286.02,30.551,0,0,0,0,0,78,0,17.95,0,0,77,0,0
358.38,30.42,0,0,0,0,0,78,0,17.74,0,0,77,0,0
409.14,30.3,0,0,0,0,0,78,0,17.54,0,0,77,0,0
199.14,30.281,0,0,0,0,0,78,0,17.83,0,0,77,0,0
222,30.16,0,0,0,0,0,78,0,18.11,0,0,77,0,0
384.24,29.96,0,0,0,0,0,78,0,18.4,0,0,77,0,0
315.78,29.831,0,0,0,0,0,78,0,18.68,0,0,77,0,0
148.02,29.712,0,0,0,0,0,78,0,18.44,0,0,77,0,0
334.5,29.589,0,0,0,0,0,78,0,18.21,0,0,77,0,0
362.22,29.398,0,0,0,0,0,78,0,17.97,0,0,77,0,0
285.6,29.227,0,0,0,0,0,78,0,17.73,0,0,77,0,0
174.66,29.172,0,0,0,0,0,78,0,18.08,0,0,77,0,0
230.64,29.086,0,0,0,0,0,78,0,18.43,0,0,77,0,0
440.34,28.955,0,0,0,0,0,78,0,18.78,0,0,77,0,0
532.64,28.9,0,0,0,0,0,78,0,19.17,0,1,77,0,0
374.36,28.786,0,0,0,0,0,78,0,18.91,0,1,77,0,0
491.78,28.7,0,0,0,0,0,78,0,18.64,0,1,77,0,0
581,28.673,0,0,0,0,0,78,0,18.38,0,1,77,0,0
620,28.544,0,0,0,0,0,78,0,18.11,0,1,77,0,0
499.94,28.423,0,0,0,0,0,78,0,18.42,0,1,77,0,0
472.22,28.383,0,0,0,0,0,78,0,18.73,0,1,77,0,0
598.94,28.231,0,0,0,0,0,78,0,19.04,0,1,77,0,0.3
429.74,28.13,0,0,0,0,0,78,0,19.34,0,1,77,0,0.7
377.12,28,0,0,0,0,0,78,0,19.11,0,1,77,0,0.8
487.34,28,0,0,0,0,0,78,0,18.88,1,1,77,0,0.8
605.72,27.899,0,0,0,0,0,78,0,18.66,1,1,77,0,0.8
252.36,27.848,0,0,0,0,0,78,0,18.36,1,1,77,0,0.1
146.34,27.72,0,0,0,0,0,78,0,18.4,1,1,77,0,0
248.88,27.671,0,0,0,0,0,78,0,18.44,1,1,77,0,0
384.36,27.598,0,0,0,0,0,78,0,18.48,1,1,77,0,0
234.12,27.52,0,0,0,0,0,78,0,18.52,1,1,77,0,0
171.12,27.471,0,0,0,0,0,78,0,18.41,1,1,77,0,0
228.66,27.401,0,0,0,0,0,78,0,18.3,0,1,77,0,0
346.98,27.32,0,0,0,0,0,78,0,18.2,0,1,77,0,0
274.14,27.22,0,0,0,0,0,78,0,18.09,0,1,77,0,0
190.8,27.12,0,0,0,0,0,78,0,18.32,0,1,77,0,0
222.18,27.041,0,0,0,0,0,78,0,18.56,0,1,77,0,0
390.84,26.981,0,0,0,0,0,78,0,18.79,0,1,77,0,0
210.06,26.9,0,0,0,0,0,78,0,19.01,1,1,77,0,0
237.24,26.801,0,0,0,0,0,78,0,19.05,1,1,77,0,0
247.26,26.656,0,0,0,0,0,78,0,19.08,1,1,77,0,0
381.36,26.674,0,0,0,0,0,78,0,19.12,1,1,77,0,0
197.04,26.598,0,0,0,0,0,78,0,19.15,1,1,77,0,0
422.52,26.478,0,0,0,0,0,78,0,19.06,1,1,77,0,0
247.5,26.314,0,0,0,0,0,78,0,18.98,1,1,77,0,0
374.4,26.238,0,0,0,0,0,78,0,18.89,1,1,77,0,0
270.3,26.104,0,0,0,0,0,78,0,18.8,1,0,77,0,0
142.98,26.055,0,0,0,0,0,78,0,18.72,1,0,77,0,0
194.1,25.923,0,0,0,0,0,78,0,18.64,1,0,77,0,0
258.3,25.9,0,0,0,0,0,78,0,18.56,1,0,77,0,0
343.02,25.872,0,0,0,0,0,77,0,18.44,1,0,77,0.15,0
138.12,25.812,0,0,0,0,0,77,0,18.5,1,0,77,0.25,0
174.24,25.689,0,0,0,0,0,77,0,18.55,1,0,77,0.25,0
189.6,25.673,0,0,0,0,0,77,0,18.6,1,0,77,0.1,0
344.7,25.6,0,0,0,0,0,77,0,18.65,1,0,77,0,0
230.46,25.6,0,0,0,0,0,77,0,18.6,1,0,77,0,0
171.12,25.464,0,0,0,0,0,77,0,18.54,1,0,77,0,0
154.98,25.42,0,0,0,0,0,77,0,18.48,1,0,77,0,0
211.98,25.382,0,0,0,0,0,77,0,18.43,1,0,77,0,0
343.32,25.3,0,0,0,0,0,77,0,18.39,1,0,77,0,0
262.2,25.103,0,0,0,0,0,77,0,18.34,1,0,77,0,0
199.08,25.203,201.3,201.3,201.3,201.3,201.3,77,201.3,18.3,1,0,77,0,0
329.82,25.291,0,0,0,0,0,77,0,18.46,1,0,77,0,0
389.16,25.1,0,0,0,0,0,77,0,18.58,1,0,77,0,0
476.88,25.1,0,0,0,0,0,77,0,18.7,1,0,77,0,0
407.58,25.03,0,0,0,0,0,77,0,18.83,1,0,77,0,0
318,24.98,0,0,0,0,0,77,0,18.95,1,1,77,0,0
351.66,24.871,0,0,0,0,0,77,0,19.25,1,1,77,0,0
345.84,24.8,0,0,0,0,0,77,0,19.54,1,1,77,0,0
451.44,24.8,0,0,0,0,0,77,0,19.84,1,1,77,0.25,0
373.38,24.74,0,0,0,0,0,77,0,20.14,1,1,77,0.35,0
288.84,24.7,0,0,0,0,0,77,0,19.92,1,1,77,0.25,0
343.98,24.62,0,0,0,0,0,77,0,19.69,1,1,77,0,0
327.6,24.547,0,0,0,0,0,77,0,19.47,0,1,77,0,0
315.96,24.501,0,0,0,0,0,77,0,19.64,0,1,77,0,0
465.48,24.46,0,0,0,0,0,77,0,20.44,0,1,77,0,0
350.46,24.4,0,0,0,0,0,77,0,21.23,0,1,77,0,0
302.64,24.393,0,0,0,0,0,77,0,22.03,0,1,77,0,0
364.02,24.294,0,0,0,0,0,77,0,22.82,0,1,77,0,0
303.06,24.204,0,0,0,0,0,77,0,23.13,0,1,77,0,0
398.22,24.18,0,0,0,0,0,77,0,23.43,0,1,77,0,0
413.1,24.1,0,0,0,0,0,77,0,23.74,0,1,77,0,0.25
346.92,24.1,0,0,0,0,0,77,0,24.05,0,1,77,0,0.35
358.02,24.1,0,0,0,0,0,77,0,24.54,0,1,77,0,0.05
326.1,24.1,0,0,0,0,0,77,0,25.02,0,1,77,0,0
339.54,24.08,0,0,0,0,0,77,0,25.51,0,1,77,0,0
563.8,24,0,0,0,0,0,77,0,25.02,1,1,77,0,0
752.92,24,0,0,0,0,0,77,0,24.84,1,1,77,0,0
630.94,24,0,0,0,0,0,77,0,24.66,1,1,77,0,0
610.9,24,0,0,0,0,0,77,0,24.48,1,1,77,0,0
551.56,24,0,0,0,0,0,77,0,24.3,1,1,77,0,0
537.82,23.96,0,0,0,0,0,77,0,23.79,1,1,80,0,0
541.3,24,0,0,0,0,0,77,0,23.29,1,1,80,0,0
533.98,23.96,0,0,0,0,0,77,0,22.78,1,1,80,0,0
616.9,23.901,0,0,0,0,0,77,0,22.28,1,1,80,0,0
651.7,23.916,0,0,0,0,0,77,0,21.86,1,1,80,0,0
532.3,23.943,0,0,0,0,0,77,0,21.43,1,1,80,0,0
514.42,23.942,0,0,0,0,0,77,0,21.01,1,1,80,0,0
426.9,23.948,0,0,0,0,0,77,0,20.91,1,1,80,0,0
468.72,23.987,0,0,0,0,0,77,0,20.9,1,1,80,0,0
408.12,23.903,0,0,0,0,0,77,0,20.89,1,1,80,0,0
435.96,23.912,0,0,0,0,0,77,0,20.88,1,1,80,0,0
470.7,23.808,0,0,0,0,0,77,0,20.87,1,1,80,0,0
553.86,23.8,0,0,0,0,0,77,0,20.81,1,1,80,0,0
434.76,23.76,0,0,0,0,0,77,0,20.76,1,1,80,0,0
409.5,23.8,0,0,0,0,0,77,0,20.7,1,1,80,0,0
401.94,23.761,0,0,0,0,0,77,0,20.64,1,1,80,0,0
392.34,23.8,0,0,0,0,0,77,0,20.32,1,1,80,0,0
434.76,23.78,0,0,0,0,0,77,0,20,1,1,80,0,0
433.56,23.7,0,0,0,0,0,77,0,19.68,1,1,80,0,0
397.44,23.72,0,0,0,0,0,77,0,19.36,1,1,80,0,0
573.12,23.78,0,0,0,0,0,77,0,19.41,1,1,80,0,0
369.96,23.7,0,0,0,0,0,77,0,19.46,1,1,80,0,0
394.98,23.7,0,0,0,0,0,77,0,19.51,1,1,80,0,0
407.94,23.7,0,0,0,0,0,77,0,19.56,1,1,80,0,0
415.14,23.66,0,0,0,0,0,77,0,19.34,1,1,80,0,0
365.46,23.6,0,0,0,0,0,77,0,19.11,1,1,80,0,0
365.58,23.6,0,0,0,0,0,77,0,18.88,1,1,80,0,0
391.02,23.6,0,0,0,0,0,77,0,18.65,1,1,80,0,0
400.62,23.6,0,0,0,0,0,77,0,18.76,1,1,80,0,0
417.84,23.6,0,0,0,0,0,77,0,18.86,1,1,80,0,0
366,23.6,0,0,0,0,0,77,0,18.97,1,1,80,0,0
366,23.6,0,0,0,0,0,77,0,19.13,1,1,80,0,0
394.86,23.6,0,0,0,0,0,77,0,19.06,1,1,80,0,0
417.96,23.6,0,0,0,0,0,77,0,19,1,1,80,0,0
436.38,23.618,0,0,0,0,0,77,0,18.94,1,1,80,0,0
413.82,23.693,0,0,0,0,0,77,0,18.87,1,1,80,0,0
570.24,23.708,0,0,0,0,0,77,0,18.53,1,1,80,0,0
392.64,23.82,0,0,0,0,0,77,0,18.18,1,1,80,0,0
431.34,23.854,0,0,0,0,0,77,0,17.83,1,1,80,0,0
435.96,23.98,10.701,10.701,10.701,10.701,10.701,77,10.701,17.49,1,1,80,0,0
391.44,24.06,70.746,70.746,70.746,70.746,70.746,77,70.746,17.61,1,1,80,0,0.1
417.54,24.16,72.384,72.384,72.384,72.384,72.384,77,72.384,17.73,1,1,80,0,0.22
386.22,24.185,72.775,72.775,72.775,72.775,72.775,77,72.775,17.85,1,1,80,0,0.32
117.06,24.1,73.9,73.9,73.9,73.9,73.9,80,73.9,17.84,1,1,80,0,0
94.5,24.1,75.1,75.1,75.1,75.1,75.1,80,75.1,17.63,1,1,80,0,0
91.86,24.1,80.535,80.535,80.535,80.535,80.535,80,80.535,17.42,1,1,80,0,0
65.82,24.14,89.67,89.67,89.67,89.67,89.67,80,89.67,17.22,1,1,80,0,0
66.9,24.213,78.574,78.574,78.574,78.574,78.574,80,78.574,17.01,1,1,80,0,0
131.76,24.295,125.09,125.09,125.09,125.09,125.09,80,125.09,16.8,1,1,80,0,0
105.12,24.379,201.17,201.17,201.17,201.17,201.17,80,201.17,16.59,1,1,80,0,0
94.26,24.54,303.22,303.22,303.22,303.22,303.22,80,303.22,16.38,1,1,80,0,0
65.52,24.94,354.39,354.39,354.39,354.39,354.39,80,354.39,16.16,1,1,80,0,0
65.88,25.06,265.11,265.11,265.11,265.11,265.11,80,265.11,16.14,1,1,80,0,0
134.52,25.14,303.7,303.7,303.7,303.7,303.7,80,303.7,16.11,1,1,80,0,0
185.34,25.38,412.01,412.01,412.01,412.01,412.01,80,412.01,16.09,1,1,76,0,0
249.52,25.6,372.62,372.62,372.62,372.62,372.62,80,372.62,16.21,0,1,76,0,0
242.44,25.56,394.19,394.19,394.19,394.19,394.19,80,394.19,15.86,0,1,76,0,0
200.86,25.72,405.92,405.92,405.92,405.92,405.92,80,405.92,15.52,0,1,76,0,0
399.22,25.66,354.87,354.87,354.87,354.87,354.87,80,354.87,15.18,0,1,76,0,0
243.22,25.62,528.57,528.57,528.57,528.57,528.57,80,528.57,14.83,0,1,76,0,0
187.24,25.844,557.77,557.77,557.77,557.77,557.77,80,557.77,14.82,0,1,76,0,0
218.32,25.97,551.09,551.09,551.09,551.09,551.09,80,551.09,14.8,0,1,76,0,0
227.86,26.149,603.76,603.76,603.76,603.76,603.76,80,603.76,14.79,0,1,76,0,0
259.54,26.43,659.45,659.45,659.45,659.45,659.45,80,659.45,14.77,0,1,76,0,0
402.46,26.695,671.81,671.81,671.81,671.81,671.81,80,671.81,14.71,0,1,76,0,0
216.04,26.751,703.81,703.81,703.81,703.81,703.81,80,703.81,14.58,0,1,76,0,0
273.16,27.391,662.75,662.75,662.75,662.75,662.75,80,662.75,14.3,0,1,76,0,0
