75,76,0,0,1,0,0.9,0.9
75,76,0,0,1,0,0.9,0.9
75,76,0,0,1,0,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
75,76,0,0,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0.1,1,1,0.9,0.9
77,76,0,0.3,1,1,0.9,0.9
77,76,0,0.2,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0,1,1,0.9,0.9
77,76,0,0.7,1,1,0.9,0.9
77,76,0,0.08,1,1,0.9,0.9
78,76,0,0.08,1,1,0.9,0.9
78,76,0,0.08,1,1,0.9,0.9
78,76,0,0.08,1,1,0.9,0.9
78,76,0,0.5,0,1,0.7,0.9
78,76,0,0,0,1,0.7,0.9
78,76,0,0,0,1,0.7,0.9
78,76,0,0,0,1,0.7,0.9
78,76,0,0,0,1,0.7,0.9
78,76,0,0,0,1,0.7,0.9
78,78,0,0,0,1,0.7,0.9
78,78,0,0,0,1,0.7,0.9
78,78,0,0,0,1,0.7,0.9
78,78,0,0,0,1,0.7,0.9
78,78,0,0,0,1,0.72,0.92
78,78,0,0,0,1,0.73,0.93
78,78,0,0,0,1,0.74,0.94
78,78,0,0,1,1,0.95,0.95
78,78,0,0,1,1,0.96,0.96
78,78,0,0,1,1,0.97,0.97
78,78,0,0,1,1,0.98,0.98
78,78,0.2,0,1,1,0.99,0.99
78,78,0.7,0,1,1,1,1
78,78,1,0,1,1,1,1
78,78,1,0,1,1,1,1
78,78,1,0,1,1,1,1
78,78,0.6,0,1,1,1,1
78,78,0,0,1,1,1,1
78,78,0,0,1,1,1,1
78,78,0,0,1,1,1,1
78,78,0,0,1,1,1,1
78,78,0,0,1,0,1,1
78,78,0,0,1,0,1,1
78,78,0,0,1,0,1,1
78,78,0,0,1,0,1,1
78,78,0,0,1,0,1,1
78,78,0,0,1,0,1,1
78,78,0.25,0,1,0,1,1
78,78,1,0,1,0,1,1
78,78,1,0,1,0,1,1
78,78,1,0,1,0,1,1
78,78,0.8,0,1,0,1,1
78,78,0.5,0,1,0,1,1
78,78,0,0,1,0,0.5,0.5
78,78,0,0,1,0,0.508,0.508
78,78,0,0,1,0,0.516,0.516
78,78,0,0,1,0,0.524,0.524
78,78,0,0,1,0,0.532,0.532
78,78,0,0,1,0,0.54,0.54
78,78,0,0,1,0,0.548,0.548
78,78,0,0,1,0,0.556,0.556
78,78,0,0,1,0,0.564,0.564
78,78,0,0,1,0,0.572,0.572
78,78,0,0,1,0,0.58,0.58
78,78,0,0,1,0,0.588,0.588
78,78,0,0,1,0,0.596,0.596
78,78,0,0,1,0,0.604,0.604
78,78,0,0,1,0,0.612,0.612
78,78,0,0,1,0,0.62,0.62
78,78,0,0,1,0,0.628,0.628
78,78,0.2,0,1,0,0.636,0.636
78,78,0.25,0,1,0,0.644,0.644
78,78,0,0,1,0,0.652,0.652
78,78,0,0,1,0,0.66,0.66
78,78,0,0,1,0,0.668,0.668
78,78,0,0,1,0,0.676,0.676
78,78,0,0,1,0,0.684,0.684
78,78,0,0,1,0,0.692,0.692
78,78,0,0,1,0,0.7,0.7
78,78,0,0,1,0,0.708,0.708
78,78,0,0,1,0,0.716,0.716
78,78,0,0,1,0,0.724,0.724
78,78,0,0,1,1,0.732,0.732
78,78,0,0,1,1,0.74,0.74
78,78,0,0,1,1,0.748,0.748
78,78,0,0,1,1,0.756,0.756
78,78,0,0,1,1,0.764,0.764
78,78,0,0,1,1,0.772,0.772
78,78,0,0,1,1,0.78,0.78
78,78,0,0,1,1,0.788,0.788
78,78,0,0,1,1,0.796,0.796
78,78,0,0,1,1,0.804,0.804
78,78,0,0,1,1,0.812,0.812
78,78,0,0,1,1,0.82,0.82
78,78,0,0,1,1,0.828,0.828
78,78,0,0.25,1,1,0.836,0.836
78,78,0,0,1,1,0.844,0.844
78,78,0,0,1,1,0.852,0.852
78,78,0,0,1,1,0.86,0.86
78,78,0,0,1,1,0.868,0.868
78,78,0,0,1,1,0.876,0.876
78,78,0,0,1,1,0.884,0.884
78,78,0,0,1,1,0.892,0.892
78,78,0,0,1,1,0.9,0.9
78,78,0,0,1,1,0.9,0.9
78,78,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0.1,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,0,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0.3,0,1,0.7,0.9
78,77,0,0.7,0,1,0.7,0.9
78,77,0,0.8,0,1,0.7,0.9
78,77,0,0.8,1,1,0.9,0.9
78,77,0,0.8,1,1,0.9,0.9
78,77,0,0.1,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,0,1,0.7,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.9,0.9
78,77,0,0,1,1,0.91,0.91
78,77,0,0,1,0,0.92,0.92
78,77,0,0,1,0,0.93,0.93
78,77,0,0,1,0,0.94,0.94
78,77,0,0,1,0,0.95,0.95
77,77,0.15,0,1,0,0.96,0.96
77,77,0.25,0,1,0,0.97,0.97
77,77,0.25,0,1,0,0.98,0.98
77,77,0.1,0,1,0,0.99,0.99
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,0,0.9,0.9
77,77,0,0,1,1,0.91,0.91
77,77,0,0,1,1,0.92,0.92
77,77,0,0,1,1,0.93,0.93
77,77,0.25,0,1,1,0.94,0.94
77,77,0.35,0,1,1,0.95,0.95
77,77,0.25,0,1,1,0.96,0.96
77,77,0,0,1,1,0.7,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0.25,0,1,0.5,0.7
77,77,0,0.35,0,1,0.5,0.7
77,77,0,0.05,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,0,1,0.5,0.7
77,77,0,0,1,1,0.7,0.7
77,77,0,0,1,1,0.7,0.7
77,77,0,0,1,1,0.7,0.7
77,77,0,0,1,1,0.7,0.7
77,77,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0,1,1,0.7,0.7
77,80,0,0.1,1,1,0.7,0.7
77,80,0,0.22,1,1,0.7,0.7
77,80,0,0.32,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,80,0,0,1,1,0.7,0.7
80,76,0,0,1,1,0.7,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
80,76,0,0,0,1,0.5,0.7
